,x
647,0.40147406131941454
648,0.4030082456626368
649,0.40451726319989223
650,0.4060014833777801
651,0.06877267010367079
652,0.06709439747734432
653,0.06541284853115928
654,0.39171836195371484
655,0.39341193534796587
656,0.3950778846222182
657,0.3967166505750272
658,0.3983286607632431
659,0.3999143300832172
660,0.40147406131941454
661,0.06541284853115928
662,0.06372801349217834
663,0.062039882493311514
664,0.3882465096676674
665,0.3899967097830049
666,0.39171836195371484
667,0.39341193534796587
668,0.3950778846222182
669,0.062039882493311514
670,0.060348445573385284
671,0.3846585121628517
672,0.3864672772335766
673,0.3882465096676674
674,0.060348445573385284
675,0.3809502983621899
676,0.38281969740912775
677,0.3846585121628517
678,0.05865369267721111
679,0.05695561365565147
680,0.3731555007654036
681,0.37515296679236976
682,0.37711751572913194
683,0.37904976195792245
684,0.3809502983621899
685,0.05695561365565147
686,0.05525419826569056
687,0.3690592453896121
688,0.37112448060944014
689,0.3731555007654036
690,0.37515296679236976
691,0.37711751572913194
692,0.05695561365565147
693,0.05525419826569056
694,0.3604420216380431
695,0.3626512529738066
696,0.36482335847118
697,0.3669591089465581
698,0.43096913627602235
699,0.05525419826569056
700,0.05354943617049823
701,0.353583378837809
702,0.35590893828044173
703,0.3581948620485073
704,0.3604420216380431
705,0.4030082456626368
706,0.40451726319989223
707,0.4060014833777801
708,0.4074612654411259
709,0.415725690009637
710,0.4170236892396193
711,0.4182998026786893
712,0.4195543141140136
713,0.420787500455037
714,0.4219996319831837
715,0.42319097258988164
716,0.424361780003574
717,0.4255123060063297
718,0.4266427966406354
719,0.427753492406901
720,0.4288446284521901
721,0.42991643475064023
722,0.43096913627602235
723,0.43200295316684867
724,0.43301810088442366
725,0.43401479036419766
726,0.4349932281607715
727,0.43595361658687287
728,0.4368961538466065
729,0.43782103416326723
730,0.43872844790198046
731,0.4396185816874288
732,0.05354943617049823
733,0.05184131693949772
734,0.3488096755348655
735,0.35121727442491935
736,0.353583378837809
737,0.35590893828044173
738,0.40147406131941454
739,0.4030082456626368
740,0.4088969588484571
741,0.41030890366580236
742,0.41169743094017675
743,0.4130628630540215
744,0.4144055140617713
745,0.420787500455037
746,0.44049161851689733
747,0.44134773786886844
748,0.4421871158073753
749,0.44300992508231574
750,0.44381633522591635
751,0.4446065126455244
752,0.44538062071289947
753,0.44613881985016224
754,0.446881267612554
755,0.4476081187681491
756,0.44831952537465747
757,0.44901563685344503
758,0.44969660006089435
759,0.4503625593572224
760,0.4510136566728637
761,0.4516500315725254
762,0.4522718213170097
763,0.45287916092290353
764,0.05184131693949772
765,0.05012983004843132
766,0.04841496487942576
767,0.04669671072105709
768,0.3438659793354767
769,0.3463595898360118
770,0.3488096755348655
771,0.3882465096676674
772,0.3899967097830049
773,0.39171836195371484
774,0.39341193534796587
775,0.3950778846222182
776,0.3967166505750272
777,0.3983286607632431
778,0.3999143300832172
779,0.40147406131941454
780,0.44831952537465747
781,0.44901563685344503
782,0.44969660006089435
783,0.4503625593572224
784,0.4510136566728637
785,0.4516500315725254
786,0.4522718213170097
787,0.45287916092290353
788,0.45347218322021904
789,0.04669671072105709
790,0.044975056768414824
791,0.3413277572959021
792,0.3438659793354767
793,0.3731555007654036
794,0.37515296679236976
795,0.37711751572913194
796,0.37904976195792245
797,0.3809502983621899
798,0.38281969740912775
799,0.3846585121628517
800,0.3864672772335766
801,0.3882465096676674
802,0.3899967097830049
803,0.39171836195371484
804,0.39341193534796587
805,0.4540510189080735
806,0.45461579660848966
807,0.4551666429183914
808,0.45570368245986925
809,0.45622703792878744
810,0.044975056768414824
811,0.3361128674839667
812,0.3387437848787612
813,0.3413277572959021
814,0.3690592453896121
815,0.37112448060944014
816,0.3731555007654036
817,0.37515296679236976
818,0.37711751572913194
819,0.45622703792878744
820,0.45673683014179567
821,0.45723317808181047
822,0.45771619894202753
823,0.4581860081685222
824,0.4586427195014907
825,0.04324999212316667
826,0.3307051161861332
827,0.33343375075150156
828,0.3361128674839667
829,0.36482335847118
830,0.3669591089465581
831,0.3690592453896121
832,0.4590864450151899
833,0.4595172951566186
834,0.4599353787829955
835,0.46034080319807374
836,0.1286461599665233
837,0.12708310799887448
838,0.1255170744369565
839,0.12394805304539404
840,0.04324999212316667
841,0.04152150579361984
842,0.32792557636084885
843,0.3307051161861332
844,0.33343375075150156
845,0.3604420216380431
846,0.3626512529738066
847,0.36482335847118
848,0.46034080319807374
849,0.46073367418733935
850,0.46111409605213277
851,0.46148217164273686
852,0.4618380023904629
853,0.46218168833878187
854,0.1302062364780499
855,0.1286461599665233
856,0.1223760374916794
857,0.12080102134626233
858,0.11922299808264393
859,0.11764196107746798
860,0.11605790361061144
861,0.11447081886527491
862,0.11288069992806958
863,0.11128753978910927
864,0.10969133134209483
865,0.10809206738440359
866,0.04152150579361984
867,0.039789586694785835
868,0.32220785442258737
869,0.3250936696483516
870,0.32792557636084885
871,0.3307051161861332
872,0.33343375075150156
873,0.35121727442491935
874,0.353583378837809
875,0.35590893828044173
876,0.3581948620485073
877,0.3604420216380431
878,0.46251332817352325
879,0.46372135419333665
880,0.46399419823449695
881,0.4642555613493457
882,0.46450553349476087
883,0.13176334357427855
884,0.1302062364780499
885,0.10648974061717334
886,0.039789586694785835
887,0.03805422364844306
888,0.3162678928893077
889,0.31926650266365497
890,0.32220785442258737
891,0.3250936696483516
892,0.32792557636084885
893,0.3307051161861332
894,0.33343375075150156
895,0.3438659793354767
896,0.3463595898360118
897,0.3488096755348655
898,0.35121727442491935
899,0.353583378837809
900,0.35590893828044173
901,0.46251332817352325
902,0.46283301925218523
903,0.46314085763238266
904,0.4634369380994656
905,0.46372135419333665
906,0.46399419823449695
907,0.4642555613493457
908,0.46450553349476087
909,0.4647442034819854
910,0.4649716589998419
911,0.13331748719861672
912,0.13176334357427855
913,0.10648974061717334
914,0.10488434364539051
915,0.039789586694785835
916,0.03805422364844306
917,0.31009149820462373
918,0.31321020232429375
919,0.3162678928893077
920,0.31926650266365497
921,0.32220785442258737
922,0.3250936696483516
923,0.32792557636084885
924,0.3307051161861332
925,0.33343375075150156
926,0.3361128674839667
927,0.3387437848787612
928,0.3413277572959021
929,0.3438659793354767
930,0.4649716589998419
931,0.46518798663730027
932,0.46539327190541974
933,0.46558759925868426
934,0.13331748719861672
935,0.10488434364539051
936,0.10327586897797252
937,0.10166430902785441
938,0.10004965611206944
939,0.09843190245183533
940,0.03805422364844306
941,0.036315405383197524
942,0.3069097280970074
943,0.31009149820462373
944,0.31321020232429375
945,0.3162678928893077
946,0.31926650266365497
947,0.32220785442258737
948,0.3250936696483516
949,0.32792557636084885
950,0.3307051161861332
951,0.33343375075150156
952,0.3361128674839667
953,0.3387437848787612
954,0.46558759925868426
955,0.46577105211575537
956,0.46594371287965847
957,0.46610566295742417
958,0.46625698277919875
959,0.4663977518168472
960,0.46652804860205677
961,0.13950454243018112
962,0.13796219521106845
963,0.13641690731758332
964,0.1348686731969575
965,0.13331748719861672
966,0.09843190245183533
967,0.09681104017263437
968,0.09518706130429394
969,0.09355995778107014
970,0.036315405383197524
971,0.29696346635056925
972,0.3003481157181776
973,0.30366270909360993
974,0.3069097280970074
975,0.31009149820462373
976,0.31321020232429375
977,0.3162678928893077
978,0.31926650266365497
979,0.32220785442258737
980,0.3250936696483516
981,0.32792557636084885
982,0.3307051161861332
983,0.46664795074396725
984,0.4667575349463334
985,0.46685687702424256
986,0.19741050180820682
987,0.19597956424603083
988,0.14564463218941867
989,0.14411399409975834
990,0.1425804365667254
991,0.1410439544297817
992,0.13950454243018112
993,0.13796219521106845
994,0.13641690731758332
995,0.1348686731969575
996,0.0919297214417268
997,0.09029634402961377
998,0.08865981719274703
999,0.08702013248388725
1000,0.08537728136061727
1001,0.08373125518541884
1002,0.08208204522574838
1003,0.08042964265411476
1004,0.07877403854815306
1005,0.036315405383197524
1006,0.03457312053454474
1007,0.29350610794162096
1008,0.29696346635056925
1009,0.3003481157181776
1010,0.30366270909360993
1011,0.3069097280970074
1012,0.31009149820462373
1013,0.31321020232429375
1014,0.3162678928893077
1015,0.31926650266365497
1016,0.32220785442258737
1017,0.46685687702424256
1018,0.4669460519203943
1019,0.4670251337209644
1020,0.467094195671057
1021,0.4671533101897648
1022,0.46720254888484597
1023,0.20875731049711999
1024,0.20168652012291816
1025,0.20026397835173837
1026,0.19883863936133497
1027,0.19741050180820682
1028,0.19597956424603083
1029,0.19454582512580257
1030,0.1931092827959788
1031,0.19166993550261655
1032,0.1902277813895127
1033,0.18878281849834097
1034,0.18733504476878718
1035,0.18588445803868683
1036,0.1844310560441554
1037,0.1829748364197239
1038,0.18151579669846857
1039,0.16974162603406528
1040,0.16825707775341173
1041,0.16229034520562824
1042,0.16079150859028443
1043,0.1592898027855929
1044,0.15778522371830642
1045,0.15627776721578765
1046,0.1547674290061209
1047,0.15325420471822346
1048,0.15173808988195375
1049,0.1502190799282231
1050,0.14869717018910242
1051,0.14717235589793004
1052,0.14564463218941867
1053,0.07711522389069884
1054,0.07545318956986342
1055,0.07378792637910746
1056,0.07211942501731185
1057,0.03457312053454474
1058,0.03282735764493139
1059,0.2899731987475795
1060,0.29350610794162096
1061,0.29696346635056925
1062,0.3003481157181776
1063,0.30366270909360993
1064,0.3069097280970074
1065,0.31009149820462373
1066,0.31321020232429375
1067,0.3162678928893077
1068,0.46720254888484597
1069,0.4672419825670308
1070,0.4672492649929689
1071,0.46721271656145885
1072,0.4671669667384965
1073,0.4671120790775063
1074,0.2143636917911577
1075,0.2129662815735575
1076,0.2115660815770168
1077,0.21016309139007855
1078,0.20875731049711999
1079,0.20734873827850603
1080,0.2059373740107417
1081,0.20452321686662747
1082,0.20310626591540742
1083,0.20168652012291816
1084,0.1800539343121417
1085,0.1785892465913003
1086,0.1771217307654344
1087,0.17565138396309418
1088,0.17417820321201366
1089,0.17270218543923777
1090,0.17122332747124386
1091,0.16974162603406528
1092,0.16825707775341173
1093,0.1667696791547896
1094,0.16527942666362194
1095,0.1637863166053657
1096,0.16229034520562824
1097,0.15173808988195375
1098,0.1502190799282231
1099,0.14869717018910242
1100,0.07211942501731185
1101,0.07044767608885287
1102,0.03282735764493139
1103,0.28636168876115475
1104,0.2899731987475795
1105,0.29350610794162096
1106,0.29696346635056925
1107,0.3003481157181776
1108,0.30366270909360993
1109,0.3069097280970074
1110,0.31009149820462373
1111,0.46727168126396906
1112,0.4672917142338291
1113,0.4673021499785601
1114,0.46730305625682494
1115,0.46729450009661755
1116,0.46727654780757166
1117,0.4672492649929689
1118,0.4670481164707803
1119,0.46697514116012034
1120,0.46689321474722667
1121,0.4668023982038472
1122,0.22406746211837947
1123,0.22268957761581665
1124,0.22130890328451228
1125,0.21992543944663964
1126,0.21853918631908056
1127,0.21715014401358743
1128,0.2157583125369502
1129,0.2143636917911577
1130,0.07044767608885287
1131,0.06877267010367079
1132,0.06709439747734432
1133,0.03282735764493139
1134,0.031078105163813593
1135,0.029325351447721127
1136,0.027569084760313337
1137,0.02580929327243939
1138,0.024045965062199207
1139,0.013391045332528185
1140,0.28266829745209215
1141,0.28636168876115475
1142,0.2899731987475795
1143,0.29350610794162096
1144,0.29696346635056925
1145,0.3003481157181776
1146,0.30366270909360993
1147,0.3069097280970074
1148,0.4668023982038472
1149,0.46670275188168714
1150,0.4665943355220905
1151,0.46647720826549927
1152,0.4663514286606937
1153,0.46621705467382324
1154,0.22818437184896787
1155,0.22681485982111677
1156,0.22544255636456687
1157,0.22406746211837947
1158,0.22268957761581665
1159,0.22130890328451228
1160,0.06709439747734432
1161,0.06541284853115928
1162,0.029325351447721127
1163,0.027569084760313337
1164,0.02580929327243939
1165,0.024045965062199207
1166,0.015175849423671822
1167,0.013391045332528185
1168,0.011602618473519503
1169,0.2788894883508508
1170,0.28266829745209215
1171,0.28636168876115475
1172,0.2899731987475795
1173,0.29350610794162096
1174,0.29696346635056925
1175,0.3003481157181776
1176,0.4660741436972322
1177,0.46592275255808646
1178,0.4657629375268042
1179,0.2363427748516736
1180,0.23091501853230248
1181,0.2295510917030881
1182,0.22818437184896787
1183,0.06541284853115928
1184,0.06372801349217834
1185,0.027569084760313337
1186,0.02580929327243939
1187,0.024045965062199207
1188,0.02227908811499754
1189,0.020508650323604848
1190,0.01873463948821493
1191,0.016957043316501014
1192,0.015175849423671822
1193,0.013391045332528185
1194,0.011602618473519503
1195,0.009810556184798928
1196,0.2710600119567007
1197,0.2750214399102921
1198,0.2788894883508508
1199,0.28266829745209215
1200,0.28636168876115475
1201,0.4657629375268042
1202,0.4655947543253013
1203,0.4654182581350518
1204,0.4652335036049682
1205,0.4650405448591118
1206,0.4648394355042302
1207,0.4646302286371331
1208,0.4644129768519067
1209,0.24038420776865552
1210,0.23903986490003695
1211,0.2376927200613143
1212,0.2363427748516736
1213,0.23499003076289404
1214,0.23363448917953406
1215,0.232276151379115
1216,0.23091501853230248
1217,0.06541284853115928
1218,0.06372801349217834
1219,0.062039882493311514
1220,0.027569084760313337
1221,0.02580929327243939
1222,0.024045965062199207
1223,0.02227908811499754
1224,0.020508650323604848
1225,0.01873463948821493
1226,0.016957043316501014
1227,0.015175849423671822
1228,0.013391045332528185
1229,0.011602618473519503
1230,0.009810556184798928
1231,0.2628386245597584
1232,0.26700070688559624
1233,0.2710600119567007
1234,0.2750214399102921
1235,0.2788894883508508
1236,0.4650405448591118
1237,0.4648394355042302
1238,0.4646302286371331
1239,0.4644129768519067
1240,0.46418773224697296
1241,0.4639545464319948
1242,0.43455760634634877
1243,0.24971599571165323
1244,0.24839132047293885
1245,0.24706382904645957
1246,0.24573352378859903
1247,0.2444004069469832
1248,0.2430644806606785
1249,0.2417257469603905
1250,0.24038420776865552
1251,0.060348445573385284
1252,0.05865369267721111
1253,0.05695561365565147
1254,0.05525419826569056
1255,0.05354943617049823
1256,0.027569084760313337
1257,0.02580929327243939
1258,0.024045965062199207
1259,0.02227908811499754
1260,0.020508650323604848
1261,0.01873463948821493
1262,0.016957043316501014
1263,0.015175849423671822
1264,0.013391045332528185
1265,0.011602618473519503
1266,0.2628386245597584
1267,0.26700070688559624
1268,0.2710600119567007
1269,0.2750214399102921
1270,0.4644129768519067
1271,0.46418773224697296
1272,0.4639545464319948
1273,0.46371347053463763
1274,0.4634645552071824
1275,0.4632078506330019
1276,0.4629434065328983
1277,0.46267127217130816
1278,0.4623914963623785
1279,0.4621041274759149
1280,0.4476086157119778
1281,0.44707678050394173
1282,0.4465388743758254
1283,0.4459949322365367
1284,0.4426064425613659
1285,0.44202120223661423
1286,0.4414301951555286
1287,0.4408334537618118
1288,0.4402310102378181
1289,0.43962289650690833
1290,0.4390091442357699
1291,0.438389784836692
1292,0.437764849469807
1293,0.43713436904529257
1294,0.4364983742255371
1295,0.4358568954272695
1296,0.4352099628236536
1297,0.43455760634634877
1298,0.43389985568753614
1299,0.4332367403019106
1300,0.4325682894086431
1301,0.43189453199330835
1302,0.43121549680978294
1303,0.4305312123821122
1304,0.42984170700634805
1305,0.42914700875235495
1306,0.4284471454655906
1307,0.42774214476885564
1308,0.42192043503518734
1309,0.42117040476814893
1310,0.4173476600860733
1311,0.41656876661772485
1312,0.4157851487498634
1313,0.4149968305630509
1314,0.41420383594243715
1315,0.4134061885790665
1316,0.30035302512482653
1317,0.29914420502469136
1318,0.29793238274959044
1319,0.29671756519484366
1320,0.28813052885329815
1321,0.2868919831208008
1322,0.2856504988640184
1323,0.2756135003648281
1324,0.27434581305619493
1325,0.2730752392685889
1326,0.26280726119754905
1327,0.2615109015104371
1328,0.2562970389768179
1329,0.2549864838433694
1330,0.2536730991017748
1331,0.25235688765525777
1332,0.2510378522972609
1333,0.24971599571165323
1334,0.24839132047293885
1335,0.24706382904645957
1336,0.24573352378859903
1337,0.05354943617049823
1338,0.05184131693949772
1339,0.029325351447721127
1340,0.027569084760313337
1341,0.02580929327243939
1342,0.024045965062199207
1343,0.016957043316501014
1344,0.015175849423671822
1345,0.013391045332528185
1346,0.26700070688559624
1347,0.2710600119567007
1348,0.4634645552071824
1349,0.4632078506330019
1350,0.4629434065328983
1351,0.4618092134432079
1352,0.4615068017627382
1353,0.4611969395057653
1354,0.46087967332180224
1355,0.46055504944397796
1356,0.4602231136942916
1357,0.4598839114887619
1358,0.45953748784247134
1359,0.4591838873745115
1360,0.4576985960768086
1361,0.4573097672610807
1362,0.4569140212871982
1363,0.4565114001327852
1364,0.456101945415681
1365,0.455685698398079
1366,0.4552626999905877
1367,0.4548329907562136
1368,0.45439661091426725
1369,0.4539536003442002
1370,0.4535039985893626
1371,0.45304784486069766
1372,0.45258517804036125
1373,0.45211603668527933
1374,0.4516404590306349
1375,0.4511584829932947
1376,0.4506701461751699
1377,0.4501754858665181
1378,0.4496745390491829
1379,0.4491673423997753
1380,0.44865393229279993
1381,0.4481343448037211
1382,0.4476086157119778
1383,0.44544498871048466
1384,0.4448890781403347
1385,0.4443272345897169
1386,0.44375949184588565
1387,0.4431858834223346
1388,0.4426064425613659
1389,0.43962289650690833
1390,0.42703203406401713
1391,0.42631684053370317
1392,0.4255965911429735
1393,0.42487131264096056
1394,0.4241410315624889
1395,0.42340577422966535
1396,0.4226655667534475
1397,0.42192043503518734
1398,0.42117040476814893
1399,0.4204155014390064
1400,0.4196557503293159
1401,0.4188911765169674
1402,0.41812180487761297
1403,0.4173476600860733
1404,0.41260391197116286
1405,0.4117970294253962
1406,0.4109855640581297
1407,0.41016953879664975
1408,0.4093489763803773
1409,0.4085238993620611
1410,0.4076943301089552
1411,0.4068602908039762
1412,0.4060218034468483
1413,0.3973969981698287
1414,0.3099146408006076
1415,0.3087301006678472
1416,0.3075424988901074
1417,0.3063518433228798
1418,0.30515814170051225
1419,0.30396140163653695
1420,0.30276163062399397
1421,0.30155883603575234
1422,0.30035302512482653
1423,0.29549975913715254
1424,0.2942789712348974
1425,0.2930552080284371
1426,0.29182847594040157
1427,0.2905987812759827
1428,0.2893661302232228
1429,0.28813052885329815
1430,0.2868919831208008
1431,0.2856504988640184
1432,0.2844060818052076
1433,0.2831587375508695
1434,0.28190847159201715
1435,0.28065528930444356
1436,0.2793991959489867
1437,0.2781401966717895
1438,0.27687829650456064
1439,0.2756135003648281
1440,0.27434581305619493
1441,0.2730752392685889
1442,0.271801783578511
1443,0.27052545044928034
1444,0.2692462442312798
1445,0.2679641691621934
1446,0.2666792293672468
1447,0.2653914288594421
1448,0.2641007715397915
1449,0.26280726119754905
1450,0.2615109015104371
1451,0.26021169604487543
1452,0.2589096482562035
1453,0.25760476148890343
1454,0.05184131693949772
1455,0.05012983004843132
1456,0.029325351447721127
1457,0.027569084760313337
1458,0.02580929327243939
1459,0.024045965062199207
1460,0.016957043316501014
1461,0.015175849423671822
1462,0.013391045332528185
1463,0.45882315431282755
1464,0.45845533249897064
1465,0.45808046539275166
1466,0.4576985960768086
1467,0.4548329907562136
1468,0.45439661091426725
1469,0.4506701461751699
1470,0.4501754858665181
1471,0.4076943301089552
1472,0.4068602908039762
1473,0.4060218034468483
1474,0.40517888985522726
1475,0.40433157166581135
1476,0.4034798703354352
1477,0.40262380714214757
1478,0.40176340318627574
1479,0.40089867939147183
1480,0.40002965650574696
1481,0.3991563551024896
1482,0.3982787955814696
1483,0.3973969981698287
1484,0.3965109829230569
1485,0.395620769725955
1486,0.3947263782935834
1487,0.39382782817220036
1488,0.392925138740183
1489,0.3920183292089395
1490,0.39110741862380644
1491,0.39019242586493563
1492,0.3892733696481669
1493,0.31927975974119155
1494,0.31462202351333857
1495,0.31344981094995816
1496,0.3122745041015137
1497,0.31109611131142184
1498,0.3099146408006076
1499,0.3087301006678472
1500,0.3075424988901074
1501,0.3063518433228798
1502,0.05012983004843132
1503,0.029325351447721127
1504,0.027569084760313337
1505,0.02580929327243939
1506,0.024045965062199207
1507,0.016957043316501014
1508,0.015175849423671822
1509,0.013391045332528185
1510,0.3973969981698287
1511,0.3965109829230569
1512,0.395620769725955
1513,0.3947263782935834
1514,0.39382782817220036
1515,0.3883502685258906
1516,0.387423140887898
1517,0.38649200496221947
1518,0.3855568788159532
1519,0.3846177803560799
1520,0.3836747273302699
1521,0.382727737327677
1522,0.38177682777972277
1523,0.3808220159608696
1524,0.3798633189893867
1525,0.3261720396304897
1526,0.3250312560064727
1527,0.32388728784804105
1528,0.322740144743234
1529,0.32158983615395315
1530,0.32043637141634757
1531,0.31927975974119155
1532,0.31812001021426134
1533,0.3169571317967028
1534,0.3157911333254007
1535,0.31462202351333857
1536,0.05012983004843132
1537,0.029325351447721127
1538,0.027569084760313337
1539,0.02580929327243939
1540,0.024045965062199207
1541,0.02227908811499754
1542,0.020508650323604848
1543,0.01873463948821493
1544,0.016957043316501014
1545,0.3798633189893867
1546,0.37890075382810007
1547,0.37793433728513914
1548,0.3769640860146679
1549,0.3759900165176112
1550,0.3750121451423688
1551,0.37403048808552086
1552,0.37304506139252364
1553,0.3720558809583975
1554,0.371062962528406
1555,0.33294931322986826
1556,0.33182784527421816
1557,0.33070313258502476
1558,0.32957518551544657
1559,0.3284440142901126
1560,0.3273096290055291
1561,0.3261720396304897
1562,0.05012983004843132
1563,0.04841496487942576
1564,0.02580929327243939
1565,0.024045965062199207
1566,0.02227908811499754
1567,0.020508650323604848
1568,0.01873463948821493
1569,0.3700663216987236
1570,0.3690659739170998
1571,0.36806193448350916
1572,0.3670542185507971
1573,0.3660428411253156
1574,0.3650278170675521
1575,0.364009161092749
1576,0.3629868877715166
1577,0.36196101153043697
1578,0.36093154665266214
1579,0.3598985072785037
1580,0.35886190740601437
1581,0.3578217608915633
1582,0.3567780814504056
1583,0.3557308826572407
1584,0.3546801779467685
1585,0.3536259806142354
1586,0.3525683038159765
1587,0.3515071605699473
1588,0.34506821739201676
1589,0.34398316199973494
1590,0.3428947393836749
1591,0.3418029613393712
1592,0.3374025261318412
1593,0.33629414322723267
1594,0.33518247288274544
1595,0.33406752596986844
1596,0.33294931322986826
1597,0.33182784527421816
1598,0.33070313258502476
1599,0.32957518551544657
1600,0.04841496487942576
1601,0.02580929327243939
1602,0.024045965062199207
1603,0.36093154665266214
1604,0.3598985072785037
1605,0.3504425637562526
1606,0.3493745261176673
1607,0.34830306026015084
1608,0.34722817865335626
1609,0.3461498936311314
1610,0.3407078395289774
1611,0.33960938548173236
1612,0.33850761059442314
1613,0.3374025261318412
1614,0.04841496487942576
1615,0.04669671072105709
1616,0.02580929327243939
1617,0.024045965062199207
1618,0.04669671072105709
1619,0.02580929327243939
1620,0.024045965062199207
1621,0.04669671072105709
1622,0.024045965062199207
1623,0.02227908811499754
1624,0.044975056768414824
1625,0.024045965062199207
1626,0.02227908811499754
1627,0.020508650323604848
1628,0.044975056768414824
1629,0.02227908811499754
1630,0.020508650323604848
1631,0.044975056768414824
1632,0.04324999212316667
1633,0.02227908811499754
1634,0.020508650323604848
1635,0.04324999212316667
1636,0.04152150579361984
1637,0.02227908811499754
1638,0.020508650323604848
1639,0.04152150579361984
1640,0.039789586694785835
1641,0.02227908811499754
1642,0.020508650323604848
1643,0.039789586694785835
1644,0.03805422364844306
1645,0.020508650323604848
1646,0.03805422364844306
1647,0.036315405383197524
1648,0.020508650323604848
1649,0.01873463948821493
1650,0.036315405383197524
1651,0.03457312053454474
1652,0.01873463948821493
1653,0.036315405383197524
1654,0.03457312053454474
1655,0.01873463948821493
1656,0.016957043316501014
1657,0.036315405383197524
1658,0.01873463948821493
1659,0.016957043316501014
1660,0.03805422364844306
1661,0.036315405383197524
1662,0.01873463948821493
1663,0.016957043316501014
1664,0.03805422364844306
1665,0.036315405383197524
1666,0.01873463948821493
1667,0.016957043316501014
1668,0.03805422364844306
1669,0.036315405383197524
1670,0.016957043316501014
1671,0.03805422364844306
1672,0.036315405383197524
1673,0.016957043316501014
1674,0.015175849423671822
1675,0.036315405383197524
1676,0.03457312053454474
1677,0.015175849423671822
1678,0.036315405383197524
1679,0.03457312053454474
1680,0.015175849423671822
1681,0.036315405383197524
1682,0.03457312053454474
1683,0.015175849423671822
1684,0.013391045332528185
1685,0.036315405383197524
1686,0.015175849423671822
1687,0.013391045332528185
1688,0.039789586694785835
1689,0.03805422364844306
1690,0.024045965062199207
1691,0.02227908811499754
1692,0.020508650323604848
1693,0.01873463948821493
1694,0.016957043316501014
1695,0.015175849423671822
1696,0.013391045332528185
1697,0.011602618473519503
1698,0.039789586694785835
1699,0.03805422364844306
1700,0.027569084760313337
1701,0.02580929327243939
1702,0.01873463948821493
1703,0.016957043316501014
1704,0.015175849423671822
1705,0.013391045332528185
1706,0.039789586694785835
1707,0.03805422364844306
1708,0.029325351447721127
1709,0.027569084760313337
1710,0.015175849423671822
1711,0.013391045332528185
1712,0.03805422364844306
1713,0.036315405383197524
1714,0.03457312053454474
1715,0.03282735764493139
1716,0.031078105163813593
1717,0.029325351447721127
1718,0.031078105163813593
